"id","name","short_name","full_name","prefix","inn","kpp","ogrn","details","contacts","legal_address","post_address","bank_details","sys_id","type","type_ip","deleted","index","oid","federal_subject_id","client_id","client_secret","sb_client_secret","sb_client_id","sandbox","pharmacy_oid","name_subject_mo","list_oid","idx_in_report"
"38","Государственное учреждение здравоохранения ""Липецкое областное бюро судебно-медицинской экспертизы""","ГУЗ ""Липецкое областное БСМЭ""","Государственное учреждение здравоохранения ""Липецкое областное бюро судебно-медицинской экспертизы""",NULL,"4823007866","482301001","1024840836536",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Липецкое областное бюро судебно-медицинской экспертизы"" 4823007866 1024840836536 482301001","1.2.643.5.1.13.13.12.2.48.4553","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4553}","11800"
"65","Государственное казенное учреждение особого типа «Медицинский информационно-аналитический центр»","ГКУОТ «МИАЦ»","Государственное казенное учреждение особого типа «Медицинский информационно-аналитический центр»",NULL,"4825033501","482601001","1024800835113",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное казенное учреждение особого типа «Медицинский информационно-аналитический центр» 4825033501 1024800835113 482601001","1.2.643.5.1.13.13.12.2.48.10203","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.10203}","12300"
"29","Государственное учреждение здравоохранения ""Липецкая городская больница № 3 ""Свободный Сокол""","ГУЗ ""Липецкая городская больница № 3 "" Свободный Сокол""","Государственное учреждение здравоохранения ""Липецкая городская больница № 3 ""Свободный Сокол""",NULL,"4825005230","482501001","1024840835436",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Липецкая городская больница № 3 ""Свободный Сокол"" 4825005230 1024840835436 482501001","1.2.643.5.1.13.13.12.2.48.4539","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4539}","12500"
"7","ГАУЗ ""Липецкая городская стоматологическая поликлиника №1""","ГАУЗ ""Липецкая ГСП №1""","ГАУЗ ""Липецкая городская стоматологическая поликлиника №1""",NULL,"4824006872","482401001","1024840831256",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"ГАУЗ ""Липецкая городская стоматологическая поликлиника №1"" 4824006872 1024840831256 482401001","1.2.643.5.1.13.13.12.2.48.4493","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4493}","13500"
"58","Государственное учреждение здравоохранения ""Задонская центральная районная больница""","ГУЗ ""Задонская ЦРБ""","Государственное учреждение здравоохранения ""Задонская центральная районная больница""",NULL,"4808002630","480801001","1024800630612",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Задонская центральная районная больница"" 4808002630 1024800630612 480801001","1.2.643.5.1.13.13.12.2.48.4550","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4550}","15200"
"57","Государственное учреждение здравоохранения ""Тербунская центральная районная больница""","ГУЗ ""Тербунская ЦРБ""","Государственное учреждение здравоохранения ""Тербунская центральная районная больница""",NULL,"4815001324","481501001","1024800717908",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Тербунская центральная районная больница"" 4815001324 1024800717908 481501001","1.2.643.5.1.13.13.12.2.48.4496","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4496}","15900"
"19","Государственное учреждение здравоохранения ""Елецкая городская детская больница""","ГУЗ ""Елецкая ГДБ""","Государственное учреждение здравоохранения ""Елецкая городская детская больница""",NULL,"4821004891","482101001","1024800790024",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Елецкая городская детская больница"" 4821004891 1024800790024 482101001","1.2.643.5.1.13.13.12.2.48.4520","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4520}","14000"
"13","Государственное учреждение здравоохранения ""Лев-Толстовская районная больница""","ГУЗ «Лев-Толстовская РБ»","Государственное учреждение здравоохранения ""Лев-Толстовская районная больница""",NULL,"4812001100","481201001","1034800020056",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Лев-Толстовская районная больница"" 4812001100 1034800020056 481201001","1.2.643.5.1.13.13.12.2.48.4505","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4505}","15600"
"9","Государственное учреждение здравоохранения «Лебедянская центральная районная больница»","ГУЗ «Лебедянская ЦРБ»","Государственное учреждение здравоохранения «Лебедянская центральная районная больница»",NULL,"4811003070","481101001","1034800060415",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения «Лебедянская центральная районная больница» 4811003070 1034800060415 481101001","1.2.643.5.1.13.13.12.2.48.4498","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4498}","15500"
"40","Государственное учреждение здравоохранения ""Липецкая областная станция переливания крови""","ГУЗ ""Липецкая областная станция переливания крови"", ГУЗ ""ЛОСПК""","Государственное учреждение здравоохранения ""Липецкая областная станция переливания крови""",NULL,"4826005850","482601001","1024840838868",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Липецкая областная станция переливания крови"" 4826005850 1024840838868 482601001","1.2.643.5.1.13.13.12.2.48.4555","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4555}","11400"
"59","Государственное учреждение здравоохранения ""Липецкий городской родильный дом""","ГУЗ ""Липецкий городской родильный дом""","Государственное учреждение здравоохранения ""Липецкий городской родильный дом""",NULL,"4824006657","482401001","1024840845303",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Липецкий городской родильный дом"" 4824006657 1024840845303 482401001","1.2.643.5.1.13.13.12.2.48.4513","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4513}","12800"
"46","Государственное учреждение здравоохранения ""Усманская центральная районная больница""","ГУЗ «Усманская ЦРБ»","Государственное учреждение здравоохранения ""Усманская центральная районная больница""",NULL,"4816003412","481601001","1024800732010",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Усманская центральная районная больница"" 4816003412 1024800732010 481601001","1.2.643.5.1.13.13.12.2.48.4564","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4564}","16000"
"18","Государственное учреждение здравоохранения Елецкий психоневрологический диспансер","ГУЗ Елецкий ПНД","Государственное учреждение здравоохранения Елецкий психоневрологический диспансер",NULL,"4821004436","482101001","1024800793324",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения Елецкий психоневрологический диспансер 4821004436 1024800793324 482101001","1.2.643.5.1.13.13.12.2.48.4517","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4517}","14300"
"3","Государственное учреждение здравоохранения особого типа ""Центр общественного здоровья и медицинской профилактики""","ГУЗОТ ""ЦОЗиМП""","Государственное учреждение здравоохранения особого типа ""Центр общественного здоровья и медицинской профилактики""",NULL,"4826036600","482601001","1024840827440",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения особого типа ""Центр общественного здоровья и медицинской профилактики"" 4826036600 1024840827440 482601001","1.2.643.5.1.13.13.12.2.48.4487","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4487}","12200"
"53","Государственное учреждение здравоохранения ""Липецкая городская больница скорой медицинской помощи № 1""","ГУЗ ""Липецкая ГБ СМП № 1""","Государственное учреждение здравоохранения ""Липецкая городская больница скорой медицинской помощи № 1""",NULL,"4826050517","482601001","1064823047244",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Липецкая городская больница скорой медицинской помощи № 1"" 4826050517 1064823047244 482601001","1.2.643.5.1.13.13.12.2.48.4549","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4549}","12400"
"15","Государственное учреждение здравоохранения ""Липецкая городская больница № 6 им. В.В. Макущенко""","ГУЗ ""Липецкая городская больница № 6""","Государственное учреждение здравоохранения ""Липецкая городская больница № 6 им. В.В. Макущенко""",NULL,"4823004992","482301001","1024840843565",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Липецкая городская больница № 6 им. В.В. Макущенко"" 4823004992 1024840843565 482301001","1.2.643.5.1.13.13.12.2.48.4508","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4508}","12700"
"50","Государственное учреждение здравоохранения ""Елецкий врачебно-физкультурный диспансер""","ГУЗ ""Елецкий ВФД""","Государственное учреждение здравоохранения ""Елецкий врачебно-физкультурный диспансер""",NULL,"4821011842","482101001","1024800791795",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Елецкий врачебно-физкультурный диспансер"" 4821011842 1024800791795 482101001","1.2.643.5.1.13.13.12.2.48.4569","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4569}","14200"
"24","Государственное учреждение здравоохранения ""Хлевенская районная больница""","ГУЗ «Хлевенская РБ»","Государственное учреждение здравоохранения ""Хлевенская районная больница""",NULL,"4817001584","481701001","1024800631591",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Хлевенская районная больница"" 4817001584 1024800631591 481701001","1.2.643.5.1.13.13.12.2.48.4530","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4530}","16100"
"1","Государственное учреждение здравоохранения ""Липецкий областной перинатальный центр""","ГУЗ ""ЛОПЦ""","Государственное учреждение здравоохранения ""Липецкий областной перинатальный центр""",NULL,"4825053843","482501001","1074823017609",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Липецкий областной перинатальный центр"" 4825053843 1074823017609 482501001","1.2.643.5.1.13.13.12.2.48.4484","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4484}","11000"
"60","Государственное учреждение здравоохранения ""Липецкая городская поликлиника № 1""","ГУЗ ""Липецкая горполиклиника № 1""","Государственное учреждение здравоохранения ""Липецкая городская поликлиника № 1""",NULL,"4826011130","482601001","1024840844490",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Липецкая городская поликлиника № 1"" 4826011130 1024840844490 482601001","1.2.643.5.1.13.13.12.2.48.4521","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4521}","13000"
"26","Государственное учреждение здравоохранения ""Елецкая районная больница""","ГУЗ «Елецкая РБ»","Государственное учреждение здравоохранения ""Елецкая районная больница""",NULL,"4807001835","480701001","1024800606346",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Елецкая районная больница"" 4807001835 1024800606346 480701001","1.2.643.5.1.13.13.12.2.48.4533","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4533}","15100"
"11","Государственное учреждение здравоохранения ""Областная стоматологическая поликлиника-Стоматологический центр""","ГУЗ ""Осп-Сц""","Государственное учреждение здравоохранения ""Областная стоматологическая поликлиника-Стоматологический центр""",NULL,"4825006040","482601001","1024840842938",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Областная стоматологическая поликлиника-Стоматологический центр"" 4825006040 1024840842938 482601001","1.2.643.5.1.13.13.12.2.48.4503","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4503}","11300"
"2","Государственное учреждение здравоохранения ""Липецкий областной Центр по профилактике и борьбе со СПИД и инфекционными заболеваниями""","ГУЗ ""ЛОЦПБС и ИЗ""","Государственное учреждение здравоохранения ""Липецкий областной Центр по профилактике и борьбе со СПИД и инфекционными заболеваниями""",NULL,"4826022414","482601001","1024840844071",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Липецкий областной Центр по профилактике и борьбе со СПИД и инфекционными заболеваниями"" 4826022414 1024840844071 482601001","1.2.643.5.1.13.13.12.2.48.4486","48",NULL,NULL,NULL,NULL,True,NULL,"Фармацевтическая организация","{1.2.643.5.1.13.13.12.2.48.4486,1.2.643.5.1.13.13.12.3.48.354}","11900"
"42","Государственное учреждение здравоохранения ""Липецкая городская поликлиника №7""","ГУЗ ""Липецкая горполиклиника №7""","Государственное учреждение здравоохранения ""Липецкая городская поликлиника №7""",NULL,"4824051226","482401001","1104823007145",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Липецкая городская поликлиника №7"" 4824051226 1104823007145 482401001","1.2.643.5.1.13.13.12.2.48.4557","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4557}","13400"
"25","Государственное учреждение здравоохранения ""Добринская центральная районная больница""","ГУЗ «Добринская ЦРБ»","Государственное учреждение здравоохранения ""Добринская центральная районная больница""",NULL,"4804003217","480401001","1024800569090",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Добринская центральная районная больница"" 4804003217 1024800569090 480401001","1.2.643.5.1.13.13.12.2.48.4532","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4532}","14800"
"147","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МЕДИКО-САНИТАРНАЯ ЧАСТЬ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ЛИПЕЦКОЙ ОБЛАСТИ""","ФКУЗ ""МСЧ МВД России по Липецкой области""",NULL,NULL,"4826049889","482601001","1064823010757",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,NULL,"1.2.643.5.1.13.13.12.2.48.4527","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4527}",NULL
"45","Государственное учреждение здравоохранения Липецкий областной противотуберкулезный диспансер","ГУЗ ЛОПТД","Государственное учреждение здравоохранения Липецкий областной противотуберкулезный диспансер",NULL,"4826010458","482601001","1024800835102",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения Липецкий областной противотуберкулезный диспансер 4826010458 1024800835102 482601001","1.2.643.5.1.13.13.12.2.48.4563","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4563}","10400"
"12","Государственное учреждение здравоохранения ""Областной кожно-венерологический диспансер""","ГУЗ ""ОКВД""","Государственное учреждение здравоохранения ""Областной кожно-венерологический диспансер""",NULL,"4823057338","482301001","1134827003266",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Областной кожно-венерологический диспансер"" 4823057338 1134827003266 482301001","1.2.643.5.1.13.13.12.2.48.4504","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4504}","10500"
"35","Государственное санаторно-курортное учреждение Липецкий областной детский санаторий ""Мечта""","ГСКУ ЛОДС ""Мечта""","Государственное санаторно-курортное учреждение Липецкий областной детский санаторий ""Мечта""",NULL,"4825008209","480501001","1024840844764",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное санаторно-курортное учреждение Липецкий областной детский санаторий ""Мечта"" 4825008209 1024840844764 480501001","1.2.643.5.1.13.13.12.2.48.4548","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4548}","11700"
"28","Государственное учреждение здравоохранения ""Липецкая городская поликлиника №2""","ГУЗ ""Липецкая городская поликлиника №2""","Государственное учреждение здравоохранения ""Липецкая городская поликлиника №2""",NULL,"4824010276","482401001","1024840845435",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения ""Липецкая городская поликлиника №2"" 4824010276 1024840845435 482401001","1.2.643.5.1.13.13.12.2.48.4538","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4538}","13100"
"20","Государственное учреждение здравоохранения «Измалковская районная больница»","ГУЗ «Измалковская РБ»","Государственное учреждение здравоохранения «Измалковская районная больница»",NULL,"4809001799","480901001","1034800042530",NULL,NULL,"{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}","{""fias"": ""true"", ""flat"": """", ""house"": """", ""aoguid"": """", ""houseguid"": """", ""post_code"": """", ""full_address"": """"}",NULL,NULL,0,False,False,"Государственное учреждение здравоохранения «Измалковская районная больница» 4809001799 1034800042530 480901001","1.2.643.5.1.13.13.12.2.48.4523","48",NULL,NULL,NULL,NULL,True,NULL,"Медицинская организация","{1.2.643.5.1.13.13.12.2.48.4523}","15300"
